,clearsky_ghi,clearsky_dni,clearsky_dhi,csi,price
2027-01-01 00:00:00+00:00,2669.9588388342213,6728.623882138734,294.9274929406171,0.8080899345784629,43.566309416456164
2027-01-02 00:00:00+00:00,2682.163096897557,6742.950783551867,296.48095481042026,0.6306186961339038,0.22814241287628262
2027-01-03 00:00:00+00:00,2695.488120450564,6758.841009445032,298.1351490419801,0.9304243006559951,62.24558630426016
2027-01-04 00:00:00+00:00,2709.930576789939,6776.253918997954,299.88928370686574,0.9567114027772632,97.89277407599755
2027-01-05 00:00:00+00:00,2725.4863317464924,6795.143957682988,301.74237329693113,0.9885685034416406,11.255595361097136
2027-01-06 00:00:00+00:00,2742.150433450887,6815.461390951488,303.69325695226104,0.7398425695436639,0.31649939457798687
2027-01-07 00:00:00+00:00,2759.9171107215207,6837.153093532524,305.74061974347757,1.00000987803321,2.9005508670512916
2027-01-08 00:00:00+00:00,2778.7797745311514,6860.163342290416,307.883014865463,0.9747137705405411,6.401454883407877
2027-01-09 00:00:00+00:00,2798.7310172100115,6884.434573999435,310.1188852311285,0.9999740121002453,38.126313220561634
2027-01-10 00:00:00+00:00,2819.762613701413,6909.908086423825,312.44658389200794,1.0000099869216266,26.445700972064813
2027-01-11 00:00:00+00:00,2841.865532017736,6936.524667536096,314.8643930529959,0.9074920453133304,9.039217400260553
2027-01-12 00:00:00+00:00,2865.0299566302906,6964.225140166974,317.37054136661686,0.997278849068027,46.63077466031986
2027-01-13 00:00:00+00:00,2889.245323936149,6992.95080718064,319.96321893578727,0.999993388280936,25.513853934440128
2027-01-14 00:00:00+00:00,2914.5003639256697,7022.6437817963015,322.6405892156201,0.9998378549613887,54.180371541278795
2027-01-15 00:00:00+00:00,2940.783138839289,7053.2471910920085,325.400796950698,1.0000098784740714,80.13503364587694
2027-01-16 00:00:00+00:00,2967.288912067891,7079.2604608986385,329.0207974499556,1.0000074764962477,103.97306525785818
2027-01-17 00:00:00+00:00,2993.994016301324,7100.660591135853,333.5074391187981,0.9956088597707244,40.910499592902866
2027-01-18 00:00:00+00:00,3021.6729675362108,7122.853183442096,338.0834501305382,0.9139859799646878,54.15547703530203
2027-01-19 00:00:00+00:00,3050.311072933942,7145.790205781028,342.7475240320098,0.9993524853860049,10.153115987772305
2027-01-20 00:00:00+00:00,3079.893323469322,7169.42452319337,347.4982964513969,0.9996230782881654,98.72906946352249
2027-01-21 00:00:00+00:00,3110.4045732111954,7193.709886960858,352.3343538293094,0.9976068272876294,53.29230183679083
2027-01-22 00:00:00+00:00,3141.8296732286176,7218.6008690874405,357.25423820520257,1.0000099321206934,95.4758639592722
2027-01-23 00:00:00+00:00,3174.1534698560367,7244.052650467441,362.25644073542685,0.6914687237230424,61.54038868385705
2027-01-24 00:00:00+00:00,3207.360630951126,7270.020645227737,367.3393812934732,0.5904825935345532,0.4191848649985682
2027-01-25 00:00:00+00:00,3241.4353528376446,7296.460049589612,372.50137918020255,0.8502348815162976,81.40074525277768
2027-01-26 00:00:00+00:00,3276.3610641833893,7323.325463776191,377.7406253013705,0.7891431662805943,45.098616729821515
2027-01-27 00:00:00+00:00,3312.1202357671236,7350.570709498279,383.0551653984901,0.5952660153834127,-4.290045923509011
2027-01-28 00:00:00+00:00,3348.6943342118025,7378.148866045574,388.44289751085967,0.39439071023245037,21.920833559239853
2027-01-29 00:00:00+00:00,3386.06387893352,7406.01245591492,393.90157993478977,0.7507629870432229,63.85249653704036
2027-01-30 00:00:00+00:00,3424.2085292997817,7434.113683140717,399.42884317811087,0.7741481100898867,122.77301784666156
2027-01-31 00:00:00+00:00,3463.107152565372,7462.404662189542,405.0222014420458,0.40234042372031936,95.99068473137689
2027-02-01 00:00:00+00:00,3502.737869073523,7490.837633858133,410.67906323576585,0.4492878919739417,25.50177812385886
2027-02-02 00:00:00+00:00,3543.0780949174828,7519.365188965582,416.39674273518324,0.5845711965259447,148.91211811112439
2027-02-03 00:00:00+00:00,3584.1045944745592,7547.940509413998,422.17247278388004,0.6896735699733605,1.5482875087400116
2027-02-04 00:00:00+00:00,3625.7935364272557,7576.517615536276,428.0034188018215,0.8201282444078822,102.01499971247068
2027-02-05 00:00:00+00:00,3668.120541098684,7605.051601457943,433.88669230274104,0.42851516622668223,-2.762460457085574
2027-02-06 00:00:00+00:00,3711.060717823296,7633.498850780107,439.81936360053794,0.719681542974699,-1.8835894901112704
2027-02-07 00:00:00+00:00,3754.5887013263364,7661.817235715023,445.79847417638894,0.6987944937823091,100.48819440268198
2027-02-08 00:00:00+00:00,3798.678693810215,7689.966299521215,451.821048970623,0.7835640022115435,62.43683839844131
2027-02-09 00:00:00+00:00,3843.304510078422,7717.90741466769,457.88410813310736,0.9399613967126246,27.971191673178595
2027-02-10 00:00:00+00:00,3888.439620941079,7745.603909562929,463.9846776661065,0.9908050818105631,2.404502033336401
2027-02-11 00:00:00+00:00,3934.057197006135,7773.021165099362,470.11979904041385,1.0000099932444126,73.85448527284858
2027-02-12 00:00:00+00:00,3980.130160352434,7800.126688612025,476.28653838593675,0.9678470764881694,48.68493406517967
2027-02-13 00:00:00+00:00,4026.631247132466,7826.890170677381,482.48199557559474,0.8729004514268541,38.10281416514448
2027-02-14 00:00:00+00:00,4073.5766213211555,7860.427038255777,488.7342648085491,0.9996750399408976,12.521474133811676
2027-02-15 00:00:00+00:00,4123.321553407382,7901.465796659712,492.778599239766,0.999948579142705,46.84842329366668
2027-02-16 00:00:00+00:00,4173.487369124845,7942.697456677649,496.85429893083005,0.6028713002828828,40.94048473729935
2027-02-17 00:00:00+00:00,4224.05960859423,7984.176924896379,500.9638308710157,0.6407946693307086,3.418483000593072
2027-02-18 00:00:00+00:00,4275.0238142444305,8025.937954094464,505.1086507270562,0.4284142110558155,0.666658722777648
2027-02-19 00:00:00+00:00,4326.365019178126,8067.9899444222665,509.28899851983925,0.6176583897964026,26.934876893335137
2027-02-20 00:00:00+00:00,4378.067283790855,8110.317502994001,513.5038444668266,1.0000098384571974,24.054952791986963
2027-02-21 00:00:00+00:00,4430.113264361273,8152.882270524414,517.7509579799689,0.9844100737988151,27.224345582327867
2027-02-22 00:00:00+00:00,4482.483831716652,8195.626310437361,522.0270614706636,0.9999300422503432,22.55752876991118
2027-02-23 00:00:00+00:00,4535.15780332147,8238.476370228509,526.328033262373,0.9999708850740507,41.77611422824902
2027-02-24 00:00:00+00:00,4588.111856351646,8281.348447185097,530.6491314285297,0.6383281629814449,100.11038074904003
2027-02-25 00:00:00+00:00,4641.320641977019,8324.152225732629,534.985216696302,0.7103638005494266,10.640367611889504
2027-02-26 00:00:00+00:00,4694.757055066409,8366.79507220913,539.3309569615443,0.9897631146917141,31.974651634261015
